ID,Title,Forum,DateTime,Message,Hours,Cleaned_Message,URLs,Product_category
4128578,Newborn not napping well in the day,parenting,2021-01-16 15:36:46.000 +0000," have you tried one of these? DS is the same with his arms up but also wakes himself up with them. He sleeps really well in this (for a newborn!) 
https://www.amazon.co.uk/Love-dream-Swaddle-White-3-6kgs/dp/B005MAURNS/ref=mpsa13?dchild=1&keywords=love+to+dream+swaddle&qid=1610811163&sprefix=love+&sr=8-3

 glad things are a ^little^ better! Hopefully that continues. 

DS actually had a good night until 4:30, I've been up since then but he slept for three hours on me this morning and then another hour. Have swapped with DP now. 

Unfortunately the anti reflux formula is too thick to fit through the SNS tubes as we found out with a very upset DS in the night. So back to normal formula for now, if it gets worse it'll have to be anti reflux formula and bottles so goodbye to the SNS which is really upsetting. We shall see. ",15.61277778,tried one arms also wakes really well love dream swaddle white ref love dream swaddle love glad little better hopefully actually good night since slept three morning another hour unfortunately anti reflux formula thick fit found upset night back normal formula worse anti reflux formula really upsetting shall see,[],[]
4148737,To want to read a parenting book,am_i_being_unreasonable,2021-01-27 20:59:07.000 +0000,Iâ€™d highly recommend â€œwhy love mattersâ€  [[https://www.amazon.co.uk/Why-Love-Matters-Affection-Shapes/dp/1583918175?tag=mumsnetforu03-21]],20.98527778,highly recommend love love affection tag,['https://www.amazon.co.uk/Why-Love-Matters-Affection-Shapes/dp/1583918175?tag=mumsnetforu03-21'],['Books']
4148737,To want to read a parenting book,am_i_being_unreasonable,2021-01-27 20:33:11.000 +0000,"[[https://www.amazon.co.uk/How-Talk-Kids-Will-Listen/dp/1848123094?tag=mumsnetforu03-21]]

There's a whole series of these books for various ages that always get recommended.

The explosive child book is good if you have a child that fits",20.55305556,talk listen tag whole series various always get explosive child book good child,['https://www.amazon.co.uk/How-Talk-Kids-Will-Listen/dp/1848123094?tag=mumsnetforu03-21'],['Books']
4148737,To want to read a parenting book,am_i_being_unreasonable,2021-01-27 22:07:56.000 +0000,"I highly recommend this: [[https://read.[[amazon.co.uk/kp/embed?reshareChannel=system&_encoding=UTF8&reshareId=P375BQ3T7MSHMSQ9CWZR&ref_=k4w_rwis_typ_GB&asin=B07GRBB9WQ&tag=mumsnetforu03-21 amazon.co.uk/kp/embed?_encoding=UTF8&asin=B07GRBB9WQ&ref_=k4w_rwis_typ_GB&reshareId=P375BQ3T7MSHMSQ9CWZR&reshareChannel=system]]]]

The Rupture and Repair theory is both reassuring and inspiring.",22.13222222,highly recommend read embed system ref tag embed ref system rupture repair theory reassuring inspiring,['https://read.[[amazon.co.uk/kp/embed?reshareChannel=system&_encoding=UTF8&reshareId=P375BQ3T7MSHMSQ9CWZR&ref_=k4w_rwis_typ_GB&asin=B07GRBB9WQ&tag=mumsnetforu03-21 amazon.co.uk/kp/embed?_encoding=UTF8&asin=B07GRBB9WQ&ref_=k4w_rwis_typ_GB&reshareId=P375BQ3T7MSHMSQ9CWZR&reshareChannel=system'],[]
4144214,"What to do when very overweight, zero will power and very unhappy?!",weight_loss_chat,2021-01-23 09:35:26.000 +0000,"I recommend listening to the Dr Chatterjee podcast Feel Better Live More and his book [[https://www.amazon.co.uk/Feel-Great-Lose-Weight-sustainable/dp/0241397839?tag=mumsnetforu03-21]] itâ€™s really helped me feel better about losing weight and figure out where to start. For me the key is to be living the lifestyle I want, now. Not always thinking, my life will be better when Iâ€™ve lost the 4 stone I need to. So the exercise, sleep, food I eat etc is for me to feel healthy and alive, not just to lose weight. Iâ€™m not sure if that makes sense? This book has helped me as Dr C is very kind and insightful about the reasons we get overweight and how to reorganise our lives. Good luck.",9.590555556,recommend listening feel better live book feel great lose weight sustainable tag really feel better losing weight figure start key living want always thinking life better lost stone need exercise sleep food eat feel healthy alive lose weight sure sense book kind insightful get overweight good luck,['https://www.amazon.co.uk/Feel-Great-Lose-Weight-sustainable/dp/0241397839?tag=mumsnetforu03-21'],['Books']
4149883,Sneaking electronics and lying,teenagers,2021-01-29 19:24:36.000 +0000," I read a book 5 or 6 years back about the impact of devices on social skills and what you describe is textbook [[https://www.amazon.co.uk/Growing-Up-Social-Relational-Screen-Driven/dp/0802411231?tag=mumsnetforu03-21]]  and it did give strategies about reestablishing some normality . 
Mind you, the situation in 2021 is far worse that it was in 2015, but I find it interesting (minus the God talk present from time to time) 

 it is more babies watching YouTube but I do wonder sometimes with mothers on their phones in parks, beaches, or walking and not looking at their children or interacting with them. Even if the child is facing forward, you can talk with them, they can feel your interest  [[https://www.theatlantic.com/magazine/archive/2018/07/the-dangers-of-distracted-parenting/561752/]]",19.41,read book back impact social describe textbook growing social relational screen driven tag give normality mind situation far worse find interesting minus god talk present time time watching wonder sometimes walking looking even child facing forward talk feel interest magazine archive distracted,"['https://www.amazon.co.uk/Growing-Up-Social-Relational-Screen-Driven/dp/0802411231?tag=mumsnetforu03-21', 'https://www.theatlantic.com/magazine/archive/2018/07/the-dangers-of-distracted-parenting/561752/']","['Books', '']"
4151207,Breadmakers...help!!!,food_and_recipes,2021-02-01 09:07:46.000 +0000,"I have [[https://www.amazon.co.uk/Bakers-Stainless-Blender-Bakeware-Kitchen/dp/B08CGTLXP6/ref=sr147?crid=3FWVBEK3CY31Q&dchild=1&keywords=bread+lame+and+danish+dough+whisk+set&qid=1612169859&sprefix=Lame+danish+%2Caps%2C158&sr=8-47 this set]] which DH bought as a gift and found the white handled scalpel like tool to be better for straight cuts and slashes like on baguettes or a tin loaf, much easier for me than the tool where you change the razor blade, is that the lame? The danish dough whisk has been useful too, who knew? ",9.129444444,stainless blender kitchen ref bread lame dough whisk set lame set bought gift found white handled scalpel like tool better straight like tin loaf much easier tool change razor blade lame dough whisk useful knew,['https://www.amazon.co.uk/Bakers-Stainless-Blender-Bakeware-Kitchen/dp/B08CGTLXP6/ref=sr147?crid=3FWVBEK3CY31Q&dchild=1&keywords=bread+lame+and+danish+dough+whisk+set&qid=1612169859&sprefix=Lame+danish+%2Caps%2C158&sr=8-47 this set'],['Kitchen & Home']
4148948,Borders on a roll,gardening,2021-01-28 17:27:53.000 +0000,"Depending on your style but can I recommend this book? [[https://www.amazon.co.uk/dp/1910258636/ref=cm_sw_r_cp_apa_fabc_TWTQK6WXBMXYQXS579W9?psc=1&_encoding=UTF8&tag=mumsnetforu03-21]]

I used it to start my planting plan and they give you instructions, different planting plans and how many you'll need. It's brilliant for when you're starting from scratch and have no idea what to do, what will work, and also it's meant to be nature friendly and low maintenance. 

My borders had some annuals added in for heights but here's a pic. This is yr1. They'll get better as the perennials establish and I'm still going to grow the Ammi because it's amazing!!",17.46472222,depending style recommend book ref apa tag used start planting plan give different planting many need brilliant starting scratch idea work also meant nature friendly low maintenance added pic get better establish still going grow amazing,['https://www.amazon.co.uk/dp/1910258636/ref=cm_sw_r_cp_apa_fabc_TWTQK6WXBMXYQXS579W9?psc=1&_encoding=UTF8&tag=mumsnetforu03-21'],['Books']
4152479,Help...where can I buy a Taco Holder from???,_chat,2021-01-31 19:31:51.000 +0000,"You can get these possibly by the 6th
[[https://www.amazon.co.uk/Tortilla-Rainbow-Stainless-Handles-Dishwasher/dp/B07V58PDVS/ref=sr_1_11?dchild=1&rnid=419157031&keywords=taco+holder+gift+set&tag=mumsnetforu03-21&qid=1612120979&sr=8-11]]

[[https://www.amazon.co.uk/Taco-Holder-Dishwasher-Stainless-Handles/dp/B0876R67TH/ref=pd_di_sccai_4?psc=1&pf_rd_p=f45e6bfc-40b0-4749-aceb-1ea1cd205758&pf_rd_r=R381H5F8SV96FKX7ZMDW&pd_rd_wg=kBZ6U&pd_rd_i=B0876R67TH&pd_rd_w=PzL2L&tag=mumsnetforu03-21&pd_rd_r=ac6b875f-89c1-4cf6-9066-0a0b510396c0]]


Anything quicker doesnâ€™t have a box. Delivery 2nd Feb
[[https://www.amazon.co.uk/Onlyfire-Stainless-Steel-Holder-Handles/dp/B07QCSFZTX/ref=sr_1_11?dchild=1&keywords=Taco+holders&tag=mumsnetforu03-21&qid=1612121272&sr=8-11]]",19.53083333,get possibly tortilla rainbow stainless dishwasher ref holder gift set tag holder dishwasher stainless ref tag anything box delivery stainless steel holder ref tag,"['https://www.amazon.co.uk/Tortilla-Rainbow-Stainless-Handles-Dishwasher/dp/B07V58PDVS/ref=sr_1_11?dchild=1&rnid=419157031&keywords=taco+holder+gift+set&tag=mumsnetforu03-21&qid=1612120979&sr=8-11', 'https://www.amazon.co.uk/Taco-Holder-Dishwasher-Stainless-Handles/dp/B0876R67TH/ref=pd_di_sccai_4?psc=1&pf_rd_p=f45e6bfc-40b0-4749-aceb-1ea1cd205758&pf_rd_r=R381H5F8SV96FKX7ZMDW&pd_rd_wg=kBZ6U&pd_rd_i=B0876R67TH&pd_rd_w=PzL2L&tag=mumsnetforu03-21&pd_rd_r=ac6b875f-89c1-4cf6-9066-0a0b510396c0', 'https://www.amazon.co.uk/Onlyfire-Stainless-Steel-Holder-Handles/dp/B07QCSFZTX/ref=sr_1_11?dchild=1&keywords=Taco+holders&tag=mumsnetforu03-21&qid=1612121272&sr=8-11']","['Kitchen & Home', 'Kitchen & Home', 'Kitchen & Home']"
4099973,Corona Cohort - Year 12 - 2021  - NO 'Self isolating' please.,secondary,2021-01-28 10:47:41.000 +0000,A very popular gift for students at the moment is a projector you can link to phone or laptop. We gave one to DS1 and watched the David Attenborough programmes cinema scale. [[https://www.amazon.co.uk/Projector-APEMAN-Videoprojector-Portable-Including-LC350A/dp/B07WCSB5G1?tag=mumsnetforu03-21]],10.79472222,popular gift moment projector link phone gave one watched cinema scale projector portable tag,['https://www.amazon.co.uk/Projector-APEMAN-Videoprojector-Portable-Including-LC350A/dp/B07WCSB5G1?tag=mumsnetforu03-21'],['TV']
4117263,Little things for the house that make life easier - Iâ€™m doing a shop,_chat,2020-12-28 18:25:38.000 +0000,"[quote Rapunzel88]Love, love, love my rubber glove drying stand.  No more yucky wet cold gloves for me [[https://www.amazon.co.uk/Glove-drying-Poppit-Plastic-Bottles/dp/B01A6VRXNY?tag=mumsnetforu03-21]][/quote]
OMG I have been looking for one of these for ages since Lakeland discontinued theirs - my family can't help but drop the gloves I use into water and I hate it!!",18.42722222,quote love love love rubber glove drying stand yucky wet cold glove drying plastic tag quote looking one since lakeland family help drop use water hate,['https://www.amazon.co.uk/Glove-drying-Poppit-Plastic-Bottles/dp/B01A6VRXNY?tag=mumsnetforu03-21'],['Kitchen & Home']
4117263,Little things for the house that make life easier - Iâ€™m doing a shop,_chat,2020-12-28 18:23:18.000 +0000,"Love, love, love my rubber glove drying stand.  No more yucky wet cold gloves for me [[https://www.amazon.co.uk/Glove-drying-Poppit-Plastic-Bottles/dp/B01A6VRXNY?tag=mumsnetforu03-21]]",18.38833333,love love love rubber glove drying stand yucky wet cold glove drying plastic tag,['https://www.amazon.co.uk/Glove-drying-Poppit-Plastic-Bottles/dp/B01A6VRXNY?tag=mumsnetforu03-21'],['Kitchen & Home']
4117263,Little things for the house that make life easier - Iâ€™m doing a shop,_chat,2021-01-28 10:33:51.000 +0000,"My favourite kind of shopping!
Spare neutral-coloured pillow-cases
Batteries 
Jar-opener
Set of bottle/straw brushes (approx Â£3 on eBay)
Small stainless steel colander for small items.
Large easy care laundry bag that goes in the wash and can be folded when not in use.
Btw, I received a set of 3 long charging cables for Christmas (yes, Iâ€™d put them on my list!). Theyâ€™re really sturdy ones. Hereâ€™s the link [[https://www.amazon.co.uk/dp/B085PW3PD9?ref=ppx_pop_mob_ap_share&tag=mumsnetforu03-21]]",10.56416667,kind shopping spare neutral pillow jar opener set bottle straw brushes small stainless steel colander small large easy care laundry bag goes wash folded use received set long charging yes put list really sturdy link ref pop mob share tag,['https://www.amazon.co.uk/dp/B085PW3PD9?ref=ppx_pop_mob_ap_share&tag=mumsnetforu03-21'],['Electronics']
4117263,Little things for the house that make life easier - Iâ€™m doing a shop,_chat,2021-01-01 12:22:52.000 +0000,"

I have a wooden on that's really nice. It isn't sharp and will last forever. [[https://www.amazon.co.uk/gp/aw/d/B08MZG7FYM/ref=sspa_mw_detail_0?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzVE5ZMFc2MkdCVlYzJmVuY3J5cHRlZElkPUEwMjg5Nzg1MUM2UE4xNExEVURLMyZlbmNyeXB0ZWRBZElkPUEwNTYyODAzMTdZTFNXTVZZQk5DQSZ3aWRnZXROYW1lPXNwX3Bob25lX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdA==&tag=mumsnetforu03-21&ie=UTF8]]",12.38111111,wooden really nice sharp last forever ref detail mum bob tag,['https://www.amazon.co.uk/gp/aw/d/B08MZG7FYM/ref=sspa_mw_detail_0?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzVE5ZMFc2MkdCVlYzJmVuY3J5cHRlZElkPUEwMjg5Nzg1MUM2UE4xNExEVURLMyZlbmNyeXB0ZWRBZElkPUEwNTYyODAzMTdZTFNXTVZZQk5DQSZ3aWRnZXROYW1lPXNwX3Bob25lX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdA==&tag=mumsnetforu03-21&ie=UTF8'],['Health & Personal Care']
